who is the author of the book , `` the iron lady : a biography of margaret thatcher '' ?	HUM	(ROOT (SBARQ (WHNP (WP who)) (@SBARQ (SQ (VBZ is) (NP (NP (DT the) (NN author)) (PP (IN of) (NP (@NP (@NP (@NP (NP (DT the) (NN book)) (, ,)) (`` ``)) (NP (@NP (NP (DT the) (@NP (NN iron) (NN lady))) (: :)) (NP (NP (DT a) (NN biography)) (PP (IN of) (NP (NN margaret) (NN thatcher)))))) ('' ''))))) (. ?))))
0	0	it is shameful for the former submarine deputy commander for political affairs not to know that any action associated with changing a submarine 's propulsion parameters is made only on the basis of orders from the attack center , and not on one 's own initiative .	(ROOT (S (NP (PRP it)) (@S (VP (@VP (VBZ is) (ADJP (JJ shameful) (PP (IN for) (NP (NP (DT the) (@NP (JJ former) (@NP (NN submarine) (@NP (NN deputy) (NN commander))))) (PP (IN for) (NP (JJ political) (NNS affairs))))))) (S (RB not) (VP (TO to) (VP (VB know) (SBAR (IN that) (S (NP (NP (DT any) (NN action)) (VP (VBN associated) (PP (IN with) (S (VP (VBG changing) (NP (NP (DT a) (@NP (NN submarine) (POS 's))) (@NP (NN propulsion) (NNS parameters)))))))) (VP (VBZ is) (VP (@VP (VBN made) (ADVP (RB only))) (PP (@PP (@PP (@PP (PP (IN on) (NP (NP (DT the) (NN basis)) (PP (IN of) (NP (NP (NNS orders)) (PP (IN from) (NP (DT the) (@NP (NN attack) (NN center)))))))) (, ,)) (CC and)) (RB not)) (PP (IN on) (NP (NP (CD one) (POS 's)) (@NP (JJ own) (NN initiative))))))))))))) (. .))))
0	0	the newspaper smena -lrb- <num> april <num> -rrb- carried an article by captain 1st rank -lrb- retired -rrb- v. a. boyko titled `` no culprits as usual ? ''	(ROOT (S (NP (NP (DT the) (@NP (NN newspaper) (NN smena))) (SBAR (S (NP (NP (JJ -lrb-) (@NP (NN <num>) (@NP (NNP april) (NNP <num>)))) (ADJP (JJ -rrb-))) (VP (@VP (VBD carried) (NP (DT an) (NN article))) (PP (IN by) (NP (NN captain) (@NP (CD 1st) (@NP (NN rank) (NN -lrb-))))))))) (@S (@S (VP (@VP (VBD retired) (ADJP (JJ -rrb-))) (PP (CC v.) (NP (NP (JJ a.) (NN boyko)) (VP (VBN titled) (S (`` ``) (NP (NP (DT no) (NNS culprits)) (PP (IN as) (ADJP (JJ usual))))))))) (. ?)) ('' ''))))
0	0	as it turns out , in order to create submarines with `` tenacity , '' we need to first `` improve the concept of and requirements on submarine survivability , '' and not until this should we `` realize them in design and construction , and test them out in trials and during certification -- thus designing submarines with tenacity. ''	(ROOT (S (SBAR (IN as) (S (NP (PRP it)) (VP (@VP (@VP (VBZ turns) (PRT (RP out))) (, ,)) (SBAR (@SBAR (IN in) (NN order)) (S (VP (TO to) (VP (@VP (VB create) (NP (NNS submarines))) (PP (@PP (IN with) (`` ``)) (NP (NN tenacity)))))))))) (@S (PRN (, ,) (@PRN ('' '') (S (NP (PRP we)) (VP (VBP need) (SBAR (@SBAR (@SBAR (@SBAR (SBAR (S (VP (@VP (@VP (TO to) (ADVP (JJ first))) (`` ``)) (VP (VB improve) (NP (@NP (NP (NP (DT the) (NN concept)) (PP (IN of))) (CC and)) (NP (NP (NNS requirements)) (PP (IN on) (NP (NN submarine) (NN survivability))))))))) (, ,)) ('' '')) (CC and)) (SBAR (RB not) (@SBAR (IN until) (S (NP (DT this)) (VP (MD should)))))))))) (@S (NP (PRP we)) (@S (`` ``) (@S (@S (VP (@VP (@VP (VP (@VP (VBP realize) (NP (PRP them))) (PP (IN in) (UCP (@UCP (NN design) (CC and)) (NN construction)))) (, ,)) (CC and)) (VP (@VP (@VP (@VP (@VP (VB test) (NP (PRP them))) (PRT (RP out))) (PP (@PP (PP (IN in) (NP (NNS trials))) (CC and)) (PP (IN during) (NP (NN certification))))) (: --)) (S (ADVP (RB thus)) (VP (@VP (VBG designing) (NP (NNS submarines))) (PP (IN with) (NP (NN tenacity))))))) (. .)) ('' '')))))))
0	0	he is in a better position to know how imperfect the concepts of and requirements on submarine design are in relation to survivability .	(ROOT (S (NP (PRP he)) (@S (VP (@VP (VBZ is) (PP (IN in) (NP (DT a) (@NP (JJR better) (NN position))))) (S (VP (TO to) (VP (VB know) (SBAR (WHADVP (WRB how) (ADJP (JJ imperfect))) (S (NP (@NP (NP (NP (DT the) (NNS concepts)) (PP (IN of))) (CC and)) (NP (NP (NNS requirements)) (PP (IN on) (NP (JJ submarine) (NN design))))) (VP (@VP (VBP are) (PP (IN in) (NP (NN relation)))) (PP (TO to) (NP (NN survivability)))))))))) (. .))))
0	0	cites specific `` deficiencies '' of the submarine which , in the opinion of the authors influenced the tragedy 's outcome .	(ROOT (S (VP (VBZ cites) (NP (NP (JJ specific) (@NP (`` ``) (@NP (NNS deficiencies) ('' '')))) (PP (IN of) (NP (NP (DT the) (NN submarine)) (SBAR (@SBAR (WHNP (WDT which)) (, ,)) (S (PP (IN in) (NP (NP (DT the) (NN opinion)) (PP (IN of) (NP (DT the) (NNS authors))))) (VP (VBD influenced) (NP (NP (DT the) (@NP (NN tragedy) (POS 's))) (NN outcome))))))))) (. .)))
0	0	the authors of the letter have other complaints against the structures of the submarine : `` the situation was aggravated by design deficiencies , to wit : the lokh system ; the standard system for relieving excess pressure in distressed compartments ; an integrated system that would help the personnel to forecast the possible development of events in extreme situations on the basis of objective data ; the impossibility of controlling the airtightness of compartments from the control room . ''	(ROOT (S (@S (@S (@S (@S (S (NP (NP (DT the) (NNS authors)) (PP (IN of) (NP (DT the) (NN letter)))) (VP (VBP have) (NP (NP (JJ other) (NNS complaints)) (PP (IN against) (NP (NP (DT the) (NNS structures)) (PP (IN of) (NP (DT the) (NN submarine)))))))) (: :)) (`` ``)) (S (NP (DT the) (NN situation)) (VP (VBD was) (VP (@VP (@VP (VBN aggravated) (PP (IN by) (NP (NN design) (NNS deficiencies)))) (, ,)) (PP (TO to) (NP (@NP (NP (NN wit)) (: :)) (NP (@NP (NP (DT the) (@NP (JJ lokh) (NN system))) (: ;)) (NP (NP (DT the) (@NP (JJ standard) (NN system))) (PP (IN for) (S (VP (VBG relieving) (NP (@NP (NP (@NP (NP (NP (JJ excess) (NN pressure)) (PP (IN in) (NP (JJ distressed) (NNS compartments)))) (: ;)) (NP (NP (DT an) (@NP (JJ integrated) (NN system))) (SBAR (WHNP (WDT that)) (S (VP (MD would) (VP (VB help) (S (NP (DT the) (NNS personnel)) (VP (TO to) (VP (@VP (VB forecast) (NP (NP (DT the) (@NP (JJ possible) (NN development))) (PP (IN of) (NP (NP (NNS events)) (PP (IN in) (NP (JJ extreme) (NNS situations))))))) (PP (IN on) (NP (NP (DT the) (NN basis)) (PP (IN of) (NP (JJ objective) (NNS data)))))))))))))) (: ;)) (NP (NP (DT the) (NN impossibility)) (PP (IN of) (S (VP (@VP (VBG controlling) (NP (NP (DT the) (NN airtightness)) (PP (IN of) (NP (NNS compartments))))) (PP (IN from) (NP (DT the) (@NP (NN control) (NN room)))))))))))))))))))) (. .)) ('' '')))
0	0	such a system does not exist in the navy 's requirements on submarine design .	(ROOT (S (NP (PDT such) (@NP (DT a) (NN system))) (@S (VP (@VP (VBZ does) (RB not)) (VP (@VP (VB exist) (PP (IN in) (NP (NP (DT the) (@NP (NN navy) (POS 's))) (NNS requirements)))) (PP (IN on) (NP (JJ submarine) (NN design))))) (. .))))
0	0	the leadership of submarine formations is responsible for such development .	(ROOT (S (NP (NP (DT the) (NN leadership)) (PP (IN of) (NP (NN submarine) (NNS formations)))) (@S (VP (VBZ is) (ADJP (JJ responsible) (PP (IN for) (NP (JJ such) (NN development))))) (. .))))
0	0	there is no need to bring up the fact that not a single submarine of the navy has an integrated system for forecasting possible development of events in extreme situations on the basis of objective data .	(ROOT (S (NP (EX there)) (@S (VP (VBZ is) (NP (DT no) (@NP (NN need) (S (VP (TO to) (VP (@VP (@VP (VB bring) (PRT (RP up))) (NP (DT the) (NN fact))) (SBAR (IN that) (S (NP (NP (RB not) (@NP (DT a) (@NP (JJ single) (NN submarine)))) (PP (IN of) (NP (DT the) (NN navy)))) (VP (VBZ has) (NP (NP (DT an) (@NP (JJ integrated) (NN system))) (PP (IN for) (NP (NP (NN forecasting) (@NP (JJ possible) (NN development))) (PP (IN of) (NP (NP (NNS events)) (PP (IN in) (NP (NP (JJ extreme) (NNS situations)) (PP (IN on) (NP (NP (DT the) (NN basis)) (PP (IN of) (NP (JJ objective) (NNS data))))))))))))))))))))) (. .))))
0	0	no submarines of the navy have a system for controlling the airtightness of compartments from the control room -lrb- with the exception of a certain class of submarine with a limited number of personnel -rrb- .	(ROOT (S (NP (NP (DT no) (NNS submarines)) (PP (IN of) (NP (DT the) (NN navy)))) (@S (VP (VBP have) (NP (NP (DT a) (NN system)) (PP (IN for) (S (VP (VBG controlling) (S (NP (NP (DT the) (NN airtightness)) (PP (IN of) (NP (NP (NNS compartments)) (PP (IN from) (NP (NP (DT the) (@NP (NN control) (@NP (NN room) (NN -lrb-)))) (PP (IN with) (NP (NP (DT the) (NN exception)) (PP (IN of) (NP (NP (DT a) (@NP (JJ certain) (NN class))) (PP (IN of) (NP (NP (NN submarine)) (PP (IN with) (NP (NP (DT a) (@NP (JJ limited) (NN number))) (PP (IN of) (NP (NNS personnel)))))))))))))))) (ADJP (JJ -rrb-)))))))) (. .))))
0	0	development of such systems for manned compartments is not foreseen in the navy 's requirements on submarine design .	(ROOT (S (NP (NP (NN development)) (PP (IN of) (NP (NP (JJ such) (NNS systems)) (PP (IN for) (NP (VBN manned) (NNS compartments)))))) (@S (VP (@VP (VBZ is) (RB not)) (VP (@VP (VBN foreseen) (PP (IN in) (NP (NP (DT the) (@NP (NN navy) (POS 's))) (NNS requirements)))) (PP (IN on) (NP (JJ submarine) (NN design))))) (. .))))
0	0	introduction of such a system into a submarine would be equivalent to complicating the design , increasing the weight and size characteristics of the equipment , and reducing its reliability .	(ROOT (S (NP (NP (NN introduction)) (PP (IN of) (NP (NP (PDT such) (@NP (DT a) (NN system))) (PP (IN into) (NP (DT a) (NN submarine)))))) (@S (VP (MD would) (VP (VB be) (ADJP (JJ equivalent) (PP (TO to) (S (VP (@VP (@VP (@VP (@VP (VP (VBG complicating) (NP (DT the) (NN design))) (, ,)) (VP (VBG increasing) (NP (NP (DT the) (@NP (NN weight) (@NP (CC and) (@NP (NN size) (NNS characteristics))))) (PP (IN of) (NP (DT the) (NN equipment)))))) (, ,)) (CC and)) (VP (VBG reducing) (NP (PRP$ its) (NN reliability))))))))) (. .))))
0	0	as for the degree to which these negative indicators could be compensated by the anticipated increase in submarine survivability , the answer to this question can be provided only through meticulous design development .	(ROOT (S (PP (IN as) (@PP (IN for) (NP (NP (DT the) (NN degree)) (SBAR (WHPP (TO to) (WHNP (WDT which))) (S (NP (DT these) (@NP (JJ negative) (NNS indicators))) (VP (MD could) (VP (VB be) (VP (VBN compensated) (PP (IN by) (NP (NP (DT the) (@NP (JJ anticipated) (NN increase))) (PP (IN in) (NP (NN submarine) (NN survivability))))))))))))) (@S (, ,) (@S (NP (NP (DT the) (NN answer)) (PP (TO to) (NP (DT this) (NN question)))) (@S (VP (MD can) (VP (VB be) (VP (@VP (VBN provided) (ADVP (RB only))) (PP (IN through) (NP (JJ meticulous) (@NP (NN design) (NN development))))))) (. .))))))
0	0	the list of `` design imperfections '' was signed by naval deputy commander -in- chief v. v. zaytsev and it is called `` submarine design peculiarities influencing , in the navy 's opinion , the advent and development of large and fast-developing fires and hindering ship damage control . ''	(ROOT (S (@S (@S (@S (S (NP (NP (DT the) (NN list)) (PP (@PP (@PP (IN of) (`` ``)) (NP (NN design) (NNS imperfections))) ('' ''))) (VP (VBD was) (VP (@VP (@VP (VBN signed) (PP (IN by) (NP (JJ naval) (@NP (NN deputy) (NN commander))))) (: -)) (PP (IN in))))) (: -)) (S (NP (NP (JJ chief)) (PP (CC v.) (NP (CC v.) (@NP (@NP (NP (NN zaytsev)) (CC and)) (NP (PRP it)))))) (VP (VBZ is) (VP (@VP (VBN called) (`` ``)) (NP (NP (JJ submarine) (@NP (NN design) (NNS peculiarities))) (VP (@VP (VP (@VP (@VP (@VP (VBG influencing) (, ,)) (PP (IN in) (NP (NP (DT the) (@NP (NN navy) (POS 's))) (NN opinion)))) (, ,)) (NP (NP (DT the) (@NP (@NP (NN advent) (CC and)) (NN development))) (PP (IN of) (NP (JJ large) (@NP (CC and) (@NP (JJ fast-developing) (NNS fires))))))) (CC and)) (VP (VBG hindering) (NP (NN ship) (@NP (NN damage) (NN control)))))))))) (. .)) ('' '')))
0	0	none of the `` design peculiarities '' could have caused the accident and the demise of the submarine .	(ROOT (S (NP (NP (NN none)) (PP (IN of) (NP (DT the) (@NP (`` ``) (@NP (NN design) (@NP (NNS peculiarities) ('' ''))))))) (@S (VP (MD could) (VP (VB have) (VP (VBN caused) (NP (@NP (NP (DT the) (NN accident)) (CC and)) (NP (NP (DT the) (NN demise)) (PP (IN of) (NP (DT the) (NN submarine)))))))) (. .))))
0	0	the `` consequences '' indicated by the authors do not reflect the actual circumstances of the accident , and they are directed at justifying the inactivity of the submarine 's leadership in ship damage control , and at covering up the mistakes it made .	(ROOT (S (@S (@S (@S (S (NP (NP (DT the) (@NP (`` ``) (@NP (NNS consequences) ('' '')))) (VP (VBN indicated) (PP (IN by) (NP (DT the) (NNS authors))))) (VP (@VP (VBP do) (RB not)) (VP (VB reflect) (NP (NP (DT the) (@NP (JJ actual) (NNS circumstances))) (PP (IN of) (NP (DT the) (NN accident))))))) (, ,)) (CC and)) (S (NP (PRP they)) (VP (VBP are) (VP (VBN directed) (PP (@PP (@PP (PP (IN at) (S (VP (@VP (VBG justifying) (NP (NP (DT the) (NN inactivity)) (PP (IN of) (NP (NP (DT the) (@NP (NN submarine) (POS 's))) (NN leadership))))) (PP (IN in) (NP (NN ship) (@NP (NN damage) (NN control))))))) (, ,)) (CC and)) (PP (IN at) (S (VP (@VP (VBG covering) (PRT (RP up))) (NP (NP (DT the) (NNS mistakes)) (SBAR (S (NP (PRP it)) (VP (VBD made))))))))))))) (. .)))
0	0	but there 's one thing that raises questions : the deadline for fulfilling measures to organize training centers and to improve submarine basing and technical maintenance conditions , and measures in the social sphere , has been extended to the year <num> , and most of the funds for scientific research and experimental design work -lrb- up to <num> percent -rrb- are to be spent on projects having nothing to do with the fire safety of submarines or their survivability , or with designing individual protective and rescue equipment for submariners .	(ROOT (S (CC but) (@S (@S (@S (@S (S (NP (EX there)) (VP (VBZ 's) (NP (NP (CD one) (NN thing)) (SBAR (WHNP (WDT that)) (S (VP (VBZ raises) (SBAR (S (NP (@NP (@NP (NP (NNS questions)) (: :)) (NP (NP (DT the) (NN deadline)) (PP (IN for) (S (VP (@VP (VBG fulfilling) (NP (NNS measures))) (S (VP (@VP (VP (TO to) (VP (VB organize) (NP (NN training) (NNS centers)))) (CC and)) (VP (TO to) (VP (VB improve) (NP (@NP (@NP (NP (@NP (NP (NN submarine) (VBG basing)) (CC and)) (NP (JJ technical) (@NP (NN maintenance) (NNS conditions)))) (, ,)) (CC and)) (NP (NP (NNS measures)) (PP (IN in) (NP (DT the) (@NP (JJ social) (NN sphere))))))))))))))) (, ,)) (VP (VBZ has) (VP (VBN been) (VP (VBN extended) (PP (TO to) (NP (DT the) (@NP (NN year) (NN <num>))))))))))))))) (, ,)) (CC and)) (S (NP (NP (JJS most)) (PP (IN of) (NP (@NP (NP (DT the) (NNS funds)) (PP (@PP (IN for) (NP (JJ scientific) (@NP (NN research) (@NP (CC and) (@NP (JJ experimental) (@NP (NN design) (NN work))))))) (ADVP (NP (CD -lrb-)) (RP up)))) (S (VP (TO to) (VP (VB <num>) (NP (NN percent) (NN -rrb-)))))))) (VP (VBP are) (S (VP (TO to) (VP (VB be) (VP (VBN spent) (PP (@PP (@PP (PP (IN on) (NP (NP (NNS projects)) (VP (@VP (VBG having) (NP (NN nothing))) (S (VP (TO to) (VP (VB do) (PP (IN with) (NP (NP (DT the) (@NP (NN fire) (NN safety))) (PP (IN of) (NP (@NP (NP (NNS submarines)) (CC or)) (NP (PRP$ their) (NN survivability)))))))))))) (, ,)) (CC or)) (PP (IN with) (S (VP (@VP (VBG designing) (NP (JJ individual) (@NP (UCP (@UCP (JJ protective) (CC and)) (NN rescue)) (NN equipment)))) (PP (IN for) (NP (NNS submariners)))))))))))))) (. .))))
0	0	nor is optimism raised by the nonspecific nature of measures to create training centers and establish submarine basing and technical maintenance conditions .	(ROOT (S (CC nor) (@S (VP (VBZ is) (NP (NP (NN optimism)) (VP (@VP (VBN raised) (PP (IN by) (NP (NP (DT the) (@NP (JJ nonspecific) (NN nature))) (PP (IN of) (NP (NNS measures)))))) (S (VP (TO to) (VP (@VP (VP (VB create) (NP (NN training) (NNS centers))) (CC and)) (VP (VB establish) (NP (@NP (NP (NN submarine) (VBG basing)) (CC and)) (NP (JJ technical) (@NP (NN maintenance) (NNS conditions))))))))))) (. .))))
0	0	the planned purchase of <num> survival suits abroad evokes bewilderment in light of the cheerful assertions by vice admiral r. l. dymov , chief of the navy 's search and rescue service , that series production of russian -made survival suits will begin in <num> . -lsb- . sup -rsb- <num> -lsb- / -rsb-	(ROOT (S (NP (NP (DT the) (@NP (VBN planned) (NN purchase))) (PP (IN of) (NP (JJ <num>) (@NP (NN survival) (NNS suits))))) (@S (ADVP (RB abroad)) (@S (VP (@VP (@VP (@VP (VBZ evokes) (NP (NN bewilderment))) (PP (IN in) (NP (NP (NN light)) (PP (IN of) (NP (DT the) (@NP (NAC (NP (JJ cheerful) (NNS assertions)) (PP (IN by) (NP (NN vice)))) (@NP (JJ admiral) (@NP (NN r.) (@NP (NN l.) (NN dymov)))))))))) (, ,)) (NP (NP (NN chief)) (PP (IN of) (NP (@NP (NP (NP (DT the) (@NP (NN navy) (POS 's))) (@NP (NN search) (@NP (CC and) (@NP (NN rescue) (NN service))))) (, ,)) (SBAR (WHNP (WDT that)) (S (NP (NP (NN series) (NN production)) (PP (IN of) (NP (@NP (NP (JJ russian)) (: -)) (VP (VBN made) (NP (NN survival) (NNS suits)))))) (VP (MD will) (VP (VB begin) (PP (IN in) (NP (NN <num>))))))))))) (. .)))))
0	0	this immediately brings to mind vice admiral v. v. zaytsev 's `` classical '' pronouncement : `` confident reports prior to <num> indicate that ship damage control efforts were proceeding according to plan , that the situation aboard the submarine was being monitored , and that entry of water into the pressure hull was not noted. ''	(ROOT (S (NP (DT this)) (@S (ADVP (RB immediately)) (@S (@S (VP (VBZ brings) (S (VP (TO to) (VP (@VP (@VP (VB mind) (NP (NN vice) (JJ admiral))) (PP (CC v.) (NP (CC v.) (@NP (@NP (NP (NP (NN zaytsev) (POS 's)) (NP (`` ``) (@NP (JJ classical) (@NP ('' '') (NN pronouncement))))) (: :)) (NP (`` ``) (@NP (JJ confident) (NNS reports))))))) (ADVP (RB prior) (S (VP (TO to) (VP (VB <num>) (SBAR (@SBAR (@SBAR (SBAR (S (VP (@VP (@VP (VBP indicate) (SBAR (IN that) (S (NP (NN ship) (@NP (NN damage) (@NP (NN control) (NNS efforts)))) (VP (VBD were) (VP (VBG proceeding) (PP (VBG according) (PP (TO to) (NP (NN plan))))))))) (, ,)) (SBAR (IN that) (S (NP (NP (DT the) (NN situation)) (PP (IN aboard) (NP (DT the) (NN submarine)))) (VP (VBD was) (VP (VBG being) (VP (VBN monitored))))))))) (, ,)) (CC and)) (SBAR (IN that) (S (NP (NP (NN entry)) (PP (IN of) (NP (NP (NN water)) (PP (IN into) (NP (DT the) (@NP (NN pressure) (NN hull))))))) (VP (@VP (VBD was) (RB not)) (VP (VBN noted)))))))))))))) (. .)) ('' '')))))
0	0	<num> . for practical purposes there was only one tank containing turbine oil in compartment <num> of the submarine , and not three -- a <num> m -lsb- . sup -rsb- <num> -lsb- / -rsb-	(ROOT (NP (NN <num>) (. .)))
0	0	five years of the submarine 's operation demonstrated the effectiveness of the system for removing oil vapor from the air of compartments .	(ROOT (S (NP (NP (CD five) (NNS years)) (PP (IN of) (NP (NP (DT the) (@NP (NN submarine) (POS 's))) (NN operation)))) (@S (VP (@VP (VBD demonstrated) (NP (NP (DT the) (NN effectiveness)) (PP (IN of) (NP (DT the) (NN system))))) (PP (IN for) (S (VP (@VP (VBG removing) (NP (NN oil) (NN vapor))) (PP (IN from) (NP (NP (DT the) (NN air)) (PP (IN of) (NP (NNS compartments))))))))) (. .))))
0	0	the complaints of the authors of the remark that the designers failed to satisfy the requirements of the tppl-75 -lsb- submarine design requirements -rsb- are wrong .	(ROOT (S (NP (NP (DT the) (NNS complaints)) (PP (IN of) (NP (NP (DT the) (NNS authors)) (PP (IN of) (NP (NP (DT the) (NN remark)) (SBAR (IN that) (S (NP (DT the) (NNS designers)) (VP (VBD failed) (S (VP (TO to) (VP (VB satisfy) (S (NP (NP (DT the) (NNS requirements)) (PP (IN of) (NP (DT the) (@NP (NN tppl-75) (@NP (JJ -lsb-) (@NP (NN submarine) (@NP (NN design) (NNS requirements)))))))) (ADJP (JJ -rsb-)))))))))))))) (@S (VP (VBP are) (ADJP (JJ wrong))) (. .))))
0	0	thus these tppl- <num> were not introduced on any submarine of the navy .	(ROOT (X (NP (RB thus) (@NP (DT these) (NN tppl))) (@X (: -) (@X (S (NP (NN <num>)) (VP (@VP (VBD were) (RB not)) (VP (VBN introduced) (PP (IN on) (NP (NP (DT any) (NN submarine)) (PP (IN of) (NP (DT the) (NN navy)))))))) (. .)))))
0	0	because such cable was difficult to manufacture , it was not used aboard any submarine .	(ROOT (S (SBAR (IN because) (S (NP (JJ such) (NN cable)) (VP (VBD was) (ADJP (JJ difficult) (S (VP (TO to) (VP (VB manufacture)))))))) (@S (, ,) (@S (NP (PRP it)) (@S (VP (@VP (VBD was) (RB not)) (VP (VBN used) (PP (IN aboard) (NP (DT any) (NN submarine))))) (. .))))))
0	0	recommendations of the design office regarding the use of the submarine 's equipment in emergency situations , 21.ggk-e-478-82 , do not foresee closure of valves on oil pipelines when sealing compartment <num> .	(ROOT (S (NP (NP (NNS recommendations)) (PP (IN of) (NP (NP (DT the) (@NP (NN design) (NN office))) (PP (VBG regarding) (NP (NP (DT the) (NN use)) (PP (IN of) (NP (NP (NP (DT the) (@NP (NN submarine) (POS 's))) (NN equipment)) (PP (IN in) (NP (@NP (@NP (NP (NN emergency) (NNS situations)) (, ,)) (NP (NN 21.ggk-e-478-82))) (, ,)))))))))) (@S (VP (@VP (VBP do) (RB not)) (VP (@VP (VB foresee) (NP (NP (NN closure)) (PP (IN of) (NP (NP (NNS valves)) (PP (IN on) (NP (NN oil) (NNS pipelines))))))) (SBAR (WHADVP (WRB when)) (S (VP (VBG sealing) (NP (NN compartment) (NN <num>))))))) (. .))))
0	0	in addition the design office did not draw up instructions , to be included in the operating documents , on testing the airtightness of intercompartment submarine bulkheads with a vacuum of <num> mm hg -lrb- see article <num> , rbzh-pl-82 -rrb- .	(ROOT (SINV (S (PP (IN in) (NP (NN addition))) (@S (NP (DT the) (@NP (NN design) (NN office))) (VP (@VP (VBD did) (RB not)) (VP (@VP (@VP (@VP (VB draw) (PRT (RP up))) (NP (NNS instructions))) (, ,)) (S (VP (TO to) (VP (VB be) (VP (@VP (@VP (VBN included) (PP (IN in) (NP (DT the) (@NP (VBG operating) (NNS documents))))) (, ,)) (PP (IN on) (S (VP (VBG testing) (S (NP (NP (DT the) (NN airtightness)) (PP (IN of) (NP (NP (NN intercompartment) (@NP (NN submarine) (NNS bulkheads))) (PP (IN with) (NP (NP (DT a) (NN vacuum)) (PP (IN of) (NP (NN <num>) (@NP (NN mm) (NN hg))))))))) (ADJP (JJ -lrb-)))))))))))))) (@SINV (@SINV (VP (VBP see)) (NP (@NP (NP (NN article) (NN <num>)) (, ,)) (NP (NN rbzh-pl-82) (NN -rrb-)))) (. .))))
0	0	the attempt to criticize the `` recommendations '' 21.ggk-e-478-82 drawn up by the designer is wrong , because they were not intended for use by submarine personnel .	(ROOT (S (NP (DT the) (@NP (NN attempt) (S (VP (TO to) (VP (VB criticize) (S (NP (DT the) (@NP (`` ``) (@NP (NNS recommendations) ('' '')))) (@S (ADJP (JJ 21.ggk-e-478-82)) (S (VP (@VP (VBN drawn) (PRT (RP up))) (PP (IN by) (NP (DT the) (NN designer)))))))))))) (@S (VP (@VP (@VP (VBZ is) (ADJP (JJ wrong))) (, ,)) (SBAR (IN because) (S (NP (PRP they)) (VP (@VP (VBD were) (RB not)) (VP (@VP (VBN intended) (PP (IN for) (NP (NN use)))) (PP (IN by) (NP (NN submarine) (NNS personnel)))))))) (. .))))
0	0	the recommendations were drawn up in response to an assignment from the naval institute no. <num> specially to serve as the basis upon which this institute was to draw up the `` manual on combat use of technical resources '' -lrb- rbits -rrb- -- one of the fundamental documents of the set of submarine damage control documents .	(ROOT (S (NP (DT the) (NNS recommendations)) (@S (VP (VBD were) (VP (@VP (@VP (VBN drawn) (PRT (RP up))) (PP (IN in) (NP (NN response)))) (PP (TO to) (NP (NP (DT an) (NN assignment)) (PP (IN from) (NP (NP (DT the) (@NP (JJ naval) (NN institute))) (NP (DT no)))))))) (. .))))
0	0	closure of these valves is not foreseen in the general section on sealing the bulkheads , because this affects submarine power and must be carried out on the basis of a decision of the control room -lrb- article <num> , rbzh-pl-82 -rrb- .	(ROOT (S (NP (NP (NN closure)) (PP (IN of) (NP (DT these) (NNS valves)))) (@S (VP (@VP (VBZ is) (RB not)) (VP (@VP (@VP (@VP (VBN foreseen) (PP (IN in) (NP (DT the) (@NP (JJ general) (NN section))))) (PP (IN on) (S (VP (VBG sealing) (NP (DT the) (NNS bulkheads)))))) (, ,)) (SBAR (IN because) (S (NP (DT this)) (VP (@VP (VP (VBZ affects) (NP (JJ submarine) (NN power))) (CC and)) (VP (MD must) (VP (VB be) (VP (@VP (VBN carried) (PRT (RP out))) (PP (IN on) (NP (NP (DT the) (NN basis)) (PP (IN of) (NP (NP (DT a) (NN decision)) (PP (IN of) (NP (@NP (NP (DT the) (@NP (NN control) (@NP (NN room) (@NP (JJ -lrb-) (@NP (NN article) (NN <num>)))))) (, ,)) (NP (NN rbzh-pl-82) (NN -rrb-)))))))))))))))) (. .))))
0	0	<num> . the complaint of the authors of the remark that the absence of instructions on testing the airtightness of the submarine 's intercompartment bulkheads with a <num> mm hg vacuum is unjustified .	(ROOT (NP (NN <num>) (. .)))
0	0	the designer 's operating and design documents do not foresee testing a submarine 's intercompartment bulkheads for airtightness with a <num> mm hg vacuum , and there is nothing in article <num> of the rbzh-pl-82 that says that such a test must be conducted on the basis of the designer 's documentation .	(ROOT (S (@S (@S (@S (S (NP (NP (DT the) (@NP (NN designer) (POS 's))) (@NP (UCP (@UCP (NN operating) (CC and)) (NN design)) (NNS documents))) (VP (@VP (VBP do) (RB not)) (VP (VB foresee) (S (VP (@VP (VBG testing) (NP (NP (DT a) (@NP (NN submarine) (POS 's))) (@NP (NN intercompartment) (NNS bulkheads)))) (PP (IN for) (NP (NP (NN airtightness)) (PP (IN with) (NP (DT a) (@NP (NN <num>) (@NP (NN mm) (@NP (NN hg) (NN vacuum))))))))))))) (, ,)) (CC and)) (S (NP (EX there)) (VP (VBZ is) (NP (NP (NN nothing)) (PP (IN in) (NP (NP (NN article) (NN <num>)) (PP (IN of) (NP (NP (DT the) (NN rbzh-pl-82)) (SBAR (WHNP (WDT that)) (S (VP (VBZ says) (SBAR (IN that) (S (NP (PDT such) (@NP (DT a) (NN test))) (VP (MD must) (VP (VB be) (VP (VBN conducted) (PP (IN on) (NP (NP (DT the) (NN basis)) (PP (IN of) (NP (NP (DT the) (@NP (NN designer) (POS 's))) (NN documentation))))))))))))))))))))) (. .)))
